participant_id,session_id,participant_type,team_name,team_code,sport,birth_year,age_2026,gender,location,coach_interviewed,question_key,response_text,conformity_risk_note,code_1
T1_A01,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q10_Kids,"Yes, I have. I've given away chin pads one time, and I've given away a couple of football shoes to my younger cousins.",,logistics_exchange
T1_A01,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q11_Kids,"Not that no one, the guy hasn't told me, but I think I have a thought that I think that was the reason because he left football because it wasn't probably great at home and stuff like that, and they didn't have the economy.",,cost_access_barrier; inclusion_retention
T1_A01,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q12_Kids,"Yeah, it depends, but I think some don't have the opportunities or the money economically to buy new gear, and it's great that they could get through the app just answering questions, and I think that's a very smart idea",,cost_access_barrier; app_preference; logistics_exchange
T1_A01,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q13_Kids,"Yeah, I think it could be a cool idea if it's like used football shoes that the company, Welloop (digital Platform), is in and also has in the shop. It could be like chin pads and stuff like that, not too used, but just stuff overall. It could be anything, whether it's not from teammates or stuff like that.",,app_preference; social_comfort_team; logistics_exchange; positive_acceptance
T1_A01,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Additional_Q_Kids,"Idea. I don't think so, no. Everything is good,",,other_contextual
T1_A02,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q_Warmup,I train five times a week,,other_contextual
T1_A02,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q1_Kids,"It is really good because then the trainers can see my perspective on the training, and I'll earn tokens.",,motivation_reward; positive_acceptance
T1_A02,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q2_Kids,"Yes, it motivates me to keep replying to the questions. And it feels like when I answer questions, I get good rewards",,motivation_reward
T1_A02,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q3_Kids,"I think I would be comfortable, and I think many players would also be comfortable because every player has the money to buy new things.",,cost_access_barrier; positive_acceptance
T1_A02,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q4_Kids,"I think also football boots, chin guards and clothes.",,logistics_exchange
T1_A02,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q5_Kids,"Like football boots are good and chin guards. Shin guards, okay.",,logistics_exchange
T1_A02,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q6_Kids,"I think at practice it would be more simpler.But there are players that are embarrassed, so the app would also be good.",,face_to_face_preference
T1_A02,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q7_Kids,No.It doesn't make any difference.,,fairness_reciprocity; social_comfort_broad
T1_A02,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q8_Kids,"I think if I knew them, it would be more comfortable. But also through different teams, it can be good too",,social_comfort_team; social_comfort_broad
T1_A02,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q9_Kids,then I don't care that much. I'm just glad that I could help him.,,community_support
T1_A02,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q10_Kids,yes,,positive_acceptance
T1_A02,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q11_Kids,"Yes, I know a guy in my school.",,cost_access_barrier; inclusion_retention
T1_A02,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q12_Kids,"Yes, I think that would be a reason for him to stay, because it got like, I could give him my things",,inclusion_retention
T1_A02,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q13_Kids,"I think it would work at the start, and if the players didn't say, "" Ah, you're taking used things, and things like that, I think it would work.",,positive_acceptance
T1_A02,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Additional_Q_Kids,"Idea. I don't think so, no. Everything is good,",,other_contextual
T1_A03,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q_Warmup,Four times a week and one match in the whole day.,,other_contextual
T1_A03,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q1_Kids,I think it's good because we earn points and we can buy clothes in the app.,,motivation_reward; logistics_exchange; positive_acceptance
T1_A03,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q2_Kids,Like a reward,,motivation_reward
T1_A03,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q3_Kids,"Yes, I would be comfortable",,positive_acceptance
T1_A03,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q4_Kids,Maybe old shoes. Yes.,,reuse_sustainability; logistics_exchange
T1_A03,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q5_Kids,"Maybe a Shoes, ball or something like that.",,logistics_exchange
T1_A03,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q6_Kids,Through the app,,app_preference
T1_A03,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q7_Kids,"No, it doesn't make any difference.",,fairness_reciprocity; social_comfort_broad
T1_A03,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q8_Kids,"No, I don't think it's going to be different. comfortable with anyone",,social_comfort_team; social_comfort_broad; positive_acceptance
T1_A03,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q9_Kids,Maybe a little bit annoying. Not contributing anything to society.,,fairness_reciprocity
T1_A03,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q10_Kids,"Yes, I have bought",,reuse_sustainability
T1_A03,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q11_Kids,Yes. Maybe two or three,,cost_access_barrier; inclusion_retention
T1_A03,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q12_Kids,Yes.,,cost_access_barrier; inclusion_retention
T1_A03,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q13_Kids,"No, I don't have any",,app_preference; positive_acceptance
T1_A03,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Additional_Q_Kids,"Idea. I don't think so, no. Everything is good,",,other_contextual
T1_A04,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q_Warmup,"I train about five times a week, plus the gym like ten times. Ten times.",,other_contextual
T1_A04,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q1_Kids,Good. It's good.,,positive_acceptance
T1_A04,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q2_Kids,"Because then if you do that, you can have a motive to answer the questions. Nice, but I feel good that I get some questions that people ask about how my day has been or how the training was.",,motivation_reward
T1_A04,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q3_Kids,Yes.If there's no fault,,social_comfort_team; reuse_sustainability
T1_A04,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q4_Kids,"Like old shoes, maybe that are so too little, or maybe chin pads that you don't use anymore because they're too small or too big.",,reuse_sustainability; logistics_exchange
T1_A04,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q5_Kids,like you have chin pads and maybe like grip socks. Okay.,,logistics_exchange
T1_A04,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q6_Kids,Through the app.,,app_preference
T1_A04,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q7_Kids,"Yeah, it would feel different? Because, like through the app, I think like you have some time to think, and like in person, you maybe don't know what to say",,app_preference; face_to_face_preference; negative_or_skeptical
T1_A04,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q8_Kids,"With the person I know, because if you don't know them, the other people, you may think they have disgusting habits, and you don't want to use that after someone.",,social_comfort_team; negative_or_skeptical
T1_A04,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q9_Kids,"Like it depends because maybe the person doesn't have the money to like give something. But if they got the money and like, you know, have the opportunity and they don't do it, I would like to get a little bit upset. But because like, why would I give something and no one gives back?",,cost_access_barrier
T1_A04,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q10_Kids,"Yeah, my chin pads, my old shin pads. Okay.",,logistics_exchange
T1_A04,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q11_Kids,"No, I don't know.",,negative_or_skeptical
T1_A04,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q12_Kids,"Yeah, of course, because like not everyone gets the opportunity to play the sport because it costs a bit of money. But other than that, yeah.",,cost_access_barrier; social_comfort_broad; positive_acceptance
T1_A04,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q13_Kids,"Yeah, I think it would work because, like, I think the people who don't use the things, I think they would be happy to give it to someone who could not play the sport because of that gear. So yeah, I think that.",,logistics_exchange; positive_acceptance
T1_A04,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Additional_Q_Kids,"Idea. I don't think so, no. Everything is good,",,other_contextual
T1_A05,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q_Warmup,I train for 5 days.,,other_contextual
T1_A05,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q1_Kids,It would be good.,,positive_acceptance
T1_A05,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q2_Kids,It's more motivating. Like that way the player will use the app more.,,motivation_reward; app_preference
T1_A05,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q3_Kids,"Yeah, I would be comfortable",,positive_acceptance
T1_A05,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q4_Kids,chin pads. Yeah,,logistics_exchange
T1_A05,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q5_Kids,"Yes, Chin pads.",,logistics_exchange
T1_A05,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q6_Kids,I would say through the app.,,app_preference
T1_A05,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q7_Kids,"No. I mean, I wouldn't feel different.",,fairness_reciprocity; social_comfort_broad
T1_A05,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q8_Kids,I would be comfortable.If it helps them. Any of them is fine.,,community_support; positive_acceptance
T1_A05,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q9_Kids,I mean... Okay. No issue.,,fairness_reciprocity; community_support
T1_A05,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q10_Kids,"Some shoes, Sports shoes.",,logistics_exchange
T1_A05,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q11_Kids,No.,,cost_access_barrier; inclusion_retention
T1_A05,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q12_Kids,Yeah. It would help them,,community_support
T1_A05,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q13_Kids,"Yes, it will make people show up more.",,app_preference; positive_acceptance
T1_A05,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Additional_Q_Kids,"Idea. I don't think so, no. Everything is good,",,other_contextual
T1_A06,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q_Warmup,"Train, like four to five days per week",,other_contextual
T1_A06,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q1_Kids,"Yeah, I feel good because Welloop asked me how I feel, and that makes me happy after the training. Someone asked me how I feel after the training.",,app_preference
T1_A06,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q2_Kids,"Yeah, it feels like they tell me never to give up.",,motivation_reward
T1_A06,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q3_Kids,"Yes,",,social_comfort_team; reuse_sustainability
T1_A06,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q4_Kids,anything if it's in a good condition,,hygiene_quality_concern
T1_A06,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q5_Kids,like maybe a bag.,,hygiene_quality_concern; logistics_exchange
T1_A06,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q6_Kids,"Training, maybe. Training, practice session. Yeah, practice",,app_preference; face_to_face_preference
T1_A06,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q7_Kids,No,,negative_or_skeptical
T1_A06,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q8_Kids,I think the people I know.,,social_comfort_team
T1_A06,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q9_Kids,"I don't know, actually. Like, I don't have something to feel about like that.",,negative_or_skeptical
T1_A06,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q10_Kids,"Yeah, I sold. Yeah, I sold. Okay.But when it was of good quality",,hygiene_quality_concern
T1_A06,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q11_Kids,"My home country, but not right here.",,cost_access_barrier; inclusion_retention
T1_A06,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q12_Kids,"Yeah, like, yeah, I think so. Yeah, it will help them to play sports more. If they are good. Yeah, obviously.",,community_support
T1_A06,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q13_Kids,"Yeah.To like, to not throw the old boots. Like, maybe give them to someone else to help them. If it's good quality and you won't throw it, like, something like that.",,hygiene_quality_concern; reuse_sustainability; logistics_exchange; community_support
T1_A06,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Additional_Q_Kids,"Idea. I don't think so, no. Everything is good,",,other_contextual
T1_A07,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q_Warmup,"I train every time I come to training, every day, about four times a week",,motivation_reward
T1_A07,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q1_Kids,"I would feel better, and it's easier to explain myself and tell my trainers how I feel. I feel like you're more energized and more hype because then I can tell my trainer before the training how I'm feeling and after how I'm feeling, like before the training? I might not feel as good but after the training, I might feel even better,",,positive_acceptance
T1_A07,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q2_Kids,"it makes me feel more motivated, it makes us feel rewarded somehow and more What's called more productive, okay",,motivation_reward
T1_A07,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q3_Kids,"Yes, that would be actually a good way from recycling and reusing, since our Environment is now based mostly on buying more and throwing away what's good and usable, and that is good for us, since not everyone on the team may have a good economy, and since our teammates, we can give each other stuff",,social_comfort_team; social_comfort_broad; reuse_sustainability; community_support
T1_A07,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q4_Kids,my shoes like my old shoes that I don't fit in anymore and my Old jersey since it's always nice to give away,,reuse_sustainability; logistics_exchange
T1_A07,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q5_Kids,"like shoes, jerseys, or something like that, since chin guards are not so Sanitary or more hygienic to reuse since you sweat into them, but shoes and other equipment should work nicely.",,hygiene_quality_concern; reuse_sustainability; logistics_exchange
T1_A07,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q6_Kids,Through app since it's maybe the person doesn't feel comfortable seeing other people Knowing that I bought I read already used So I think it's better to give it through the apps and it's more private that way and that person doesn't feel exposed,,trust_safety; app_preference
T1_A07,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q7_Kids,"No, I don't think it would make me feel any different since a gear is a gear it's always be used.",,logistics_exchange
T1_A07,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q8_Kids,I think it's at the beginning. It's more comfortable to exchange in the team but further on you can do it through the app since it gets better and better,,app_preference
T1_A07,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q9_Kids,"I would think it's kind of unfair since you give, and the other person doesn't give anything back to the community, and it makes it Kind of unfair to the others if you use your product, like your old stuff, and you just throw them away instead of giving them away to your friends and other teammates",,fairness_reciprocity; social_comfort_team; social_comfort_broad; community_support
T1_A07,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q10_Kids,"I've sold a lot of my old stuff, and I still do",,reuse_sustainability
T1_A07,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q11_Kids,"No, actually not",,cost_access_barrier; inclusion_retention
T1_A07,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q12_Kids,"I mean, if it gets internationally, it would be amazing since kids in other countries might not be able to afford it. By this, they can afford it. It's complete freedom. Then it makes me feel better to know someone else can play football",,cost_access_barrier; positive_acceptance
T1_A07,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q13_Kids,"Yes, it has worked with other Apps where you give out second hand and sell them for money. So I'm very sure this would work, too. Like, maybe getting scammed in the future could go wrong.",,cost_access_barrier; scam_risk; reuse_sustainability; positive_acceptance
T1_A07,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Additional_Q_Kids,"Not really that much, but this is getting it more internationally, and giving away to poor children is a blessing. I would say it would help a lot",,community_support
T1_A08,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q_Warmup,I train every day.,,other_contextual
T1_A08,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q1_Kids,Good.,,positive_acceptance
T1_A08,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q2_Kids,"It feels like a reward if I come to training, then I get something out of it. Yeah, of course it motivates me",,motivation_reward; positive_acceptance
T1_A08,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q3_Kids,"Yeah, of course.",,positive_acceptance
T1_A08,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q4_Kids,"Everything, shoes, clothes, if they need.",,logistics_exchange
T1_A08,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q5_Kids,Everything. Everything is of good quality.,,hygiene_quality_concern
T1_A08,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q6_Kids,"Yeah, everything. It doesn't matter, it doesn't matter. Anywhere is fine.",,social_comfort_broad
T1_A08,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q7_Kids,"No, I mean, for me, it doesn't matter. If they really need the item, it's okay, they can take it.",,social_comfort_broad
T1_A08,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q8_Kids,"or it doesn't matter, you know, everybody. For me, it's everybody.",,social_comfort_broad
T1_A08,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q9_Kids,"I mean, it wouldn't be that great, they're not contributing to the rest of the people, they just want to have stuff, not give away.",,fairness_reciprocity; reuse_sustainability
T1_A08,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q10_Kids,"I bought a shirt, pants, and Sports equipment",,logistics_exchange
T1_A08,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q11_Kids,"I don't think so, no",,cost_access_barrier; inclusion_retention
T1_A08,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q12_Kids,"Of course, if we can help them, they can stay and play.",,inclusion_retention; community_support; positive_acceptance
T1_A08,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Q13_Kids,"Yeah, it could work. Communication is important, and I don't think it can be misused, maybe. I don't know. If they get the item and they get it, and they can play, then I think nothing can go wrong.",,scam_risk; logistics_exchange; negative_or_skeptical
T1_A08,T1,athlete,Uppsala Sirius U15,USR-U15,Football,2010,15,Male,"Uppsala, Sweden",no,Additional_Q_Kids,"Idea. I don't think so, no. Everything is good,",,other_contextual
T2_A01,T2,athlete,Uppsala Basketball Lions,UBL-P12,Basketball,2012,13,Male,"Uppsala, Sweden",yes,Q_Warmup,3 times,,other_contextual
T2_A01,T2,athlete,Uppsala Basketball Lions,UBL-P12,Basketball,2012,13,Male,"Uppsala, Sweden",yes,Q1_Kids,"It sounds amazing,",,positive_acceptance
T2_A01,T2,athlete,Uppsala Basketball Lions,UBL-P12,Basketball,2012,13,Male,"Uppsala, Sweden",yes,Q2_Kids,"Yeah, it feels like a great reward,",,motivation_reward
T2_A01,T2,athlete,Uppsala Basketball Lions,UBL-P12,Basketball,2012,13,Male,"Uppsala, Sweden",yes,Q3_Kids,"Sounds very good, yeah, of course",,positive_acceptance
T2_A01,T2,athlete,Uppsala Basketball Lions,UBL-P12,Basketball,2012,13,Male,"Uppsala, Sweden",yes,Q4_Kids,Shoes,,logistics_exchange
T2_A01,T2,athlete,Uppsala Basketball Lions,UBL-P12,Basketball,2012,13,Male,"Uppsala, Sweden",yes,Q5_Kids,Shoes,,logistics_exchange
T2_A01,T2,athlete,Uppsala Basketball Lions,UBL-P12,Basketball,2012,13,Male,"Uppsala, Sweden",yes,Q6_Kids,"Through the app, it is convenient",,app_preference
T2_A01,T2,athlete,Uppsala Basketball Lions,UBL-P12,Basketball,2012,13,Male,"Uppsala, Sweden",yes,Q7_Kids,"Yeah, I would say you're kind of paying for them. But not really",,fairness_reciprocity; social_comfort_broad
T2_A01,T2,athlete,Uppsala Basketball Lions,UBL-P12,Basketball,2012,13,Male,"Uppsala, Sweden",yes,Q8_Kids,"It would be a little bit sketchy for changing/exchanging things with strangers, but I would trust them",,trust_safety
T2_A01,T2,athlete,Uppsala Basketball Lions,UBL-P12,Basketball,2012,13,Male,"Uppsala, Sweden",yes,Q9_Kids,"It is not really fair, but I mean, the tokens are getting circulated, so that is fine",,motivation_reward; fairness_reciprocity
T2_A01,T2,athlete,Uppsala Basketball Lions,UBL-P12,Basketball,2012,13,Male,"Uppsala, Sweden",yes,Q10_Kids,"Yeah, Basketball shoes before",,logistics_exchange
